READ1	READ2	READ3	READ4
0	0	1	5
140	204	353	296
575	877	168	179
413	557	357	350
4995	7556	4663	4132
5102	7811	5330	4718
1219	1896	1198	982
3747	5807	1727	1496
409	610	624	568
5	15	11	8
1671	2493	2388	2296
60	113	25	23
0	1	0	0
2291	3744	2830	2589
0	0	1	0
3	2	5	4
1741	2582	2282	2032
2055	2932	2631	2371
814	1266	1433	1205
1234	1731	1536	1341
81	109	166	123
4	6	13	13
878	1428	2420	2310
871	1450	968	904
1675	2591	2745	2444
3	8	5	7
2580	3772	3029	2744
1143	1701	1595	1441
861	1113	1079	1016
743	1058	476	426
78	83	114	114
1	8	1	1
1445	2104	1816	1640
76	373	159	127
1291	1771	2163	1997
2	5	3	4
15	24	24	26
2126	3200	2654	2508
1206	1934	2230	1946
2	10	3	1
407	609	568	549
40	58	178	124
231	375	354	312
98	229	213	192
2399	3758	3969	3655
697	975	720	657
277	472	459	387
3	6	3	2
2	1	1	2
1482	2292	3089	2729
747	1183	1135	1058
1223	1794	2171	1991
1103	1659	1246	1119
312	554	975	914
1527	2409	1390	1274
0	0	0	0
1853	2867	3813	3488
2236	3510	1837	1586
69	117	93	88
9	24	14	19
1417	2150	1982	1860
0	1	0	0
0	0	0	0
475	717	537	497
4660	7138	4480	3890
1022	1550	1112	1061
7586	11328	8777	7918
1975	2934	2183	1995
0	5	3	0
3440	5378	3131	2978
345	513	714	652
283	426	715	630
1033	1667	2023	1748
2392	3527	3091	2793
454	720	1121	995
63	139	111	111
3157	4643	6483	5726
1042	1605	1762	1624
2168	3246	1736	1560
141	202	121	119
30	38	23	31
1608	2145	1940	1793
1827	2671	1734	1550
553	804	966	906
1266	1770	935	941
360	523	566	457
620	964	771	691
1	0	3	0
2551	3992	4416	4103
1708	2460	2325	2180
927	1328	1204	1108
794	1356	2072	1943
1	2	7	6
3	2	0	0
12	21	16	11
8	17	14	13
3716	5869	3673	3333
4233	6298	3844	3411
650	1014	1297	1212
1806	2628	2354	2053
1516	2500	1505	1386
767	912	511	469
6	11	3	8
771	1219	697	645
691	1083	1309	1182
1904	2862	2439	2244
2293	3093	3814	3539
643	951	418	375
0	0	0	0
513	661	755	536
614	869	1210	1122
1472	2203	1532	1366
2600	3940	3045	2573
1070	1624	1513	1396
86	153	335	319
0	0	1	1
111	173	143	147
1044	1509	1393	1272
3474	5477	7111	6489
61	116	204	173
390	637	316	331
19	54	42	57
29	33	24	30
255	392	573	508
1088	1826	1487	1442
1	0	1	1
1	1	5	6
1584	2541	1496	1417
120	226	280	244
357	495	765	671
0	0	0	0
0	0	0	0
360	606	506	412
1161	1814	2128	1835
1	1	1	2
417	693	523	540
459	675	509	467
1	6	5	11
857	1304	1530	1399
1568	2259	1139	1058
1740	2606	3554	3138
1035	1494	1159	1022
800	1298	998	953
1537	2507	2629	2340
2231	3341	3922	3606
1709	2370	1700	1540
145	221	49	62
886	1281	1605	1437
2	1	2	0
4129	6037	6864	6260
0	0	1	8
1201	1770	1183	1139
641	1139	669	603
1000	1543	1996	1738
328	459	439	427
564	852	669	648
1773	2643	1995	1748
1475	2245	1592	1521
16	23	20	31
105	149	187	141
27	56	54	47
1311	1993	1741	1612
373	515	558	462
1973	2860	1281	1169
901	923	781	691
11	15	15	10
1113	1668	1550	1410
1749	2579	1981	1851
221	403	379	292
1668	2572	3058	2765
4	7	10	1
350	536	516	439
32	58	69	57
1635	2520	2798	2613
30	44	166	160
0	0	0	0
1714	2398	3414	3035
491	752	524	526
1043	1447	1888	1788
151	273	130	100
1175	1679	2128	1846
1	2	5	3
3031	4364	4589	4001
8843	12639	11321	10563
221	385	432	387
0	0	0	0
2099	3126	3031	2761
748	1043	1059	927
1891	2973	3245	2961
60965	89132	70759	65051
441	646	1116	1047
1085	1802	1553	1436
4146	6570	4715	4252
0	1	1	0
1678	2381	2190	1999
10620	16139	9200	8460
489	709	832	712
413	557	406	371
59	63	58	59
800	1071	1224	1065
349	526	725	665
582	905	878	815
28	60	18	17
1097	1719	1251	1159
465	786	538	450
908	1185	1248	1136
289	441	227	222
1209	1749	2132	1880
1306	2264	3705	3321
1574	2410	3255	2902
2	4	5	9
27	31	64	39
33155	49994	35821	32441
855	1221	1003	919
1926	2891	2022	1798
243	349	773	686
665	932	955	861
183	336	274	254
2	10	8	4
363	507	500	510
0	0	0	1
340	500	430	382
1046	1587	1079	1129
601	944	756	718
7	9	6	5
268	415	770	694
386	597	42	47
722	1064	1172	1136
13	17	36	23
0	0	0	0
28	48	38	60
1	0	2	0
13	26	21	25
1	0	0	0
4	2	3	3
1	0	8	1
0	0	0	0
0	1	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	14	5	5
0	0	0	0
0	0	0	0
0	0	0	0
699	939	1109	1042
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
19	24	13	14
0	0	0	0
0	0	0	0
0	0	0	0
1330	2073	1539	1399
0	0	0	0
0	0	0	0
0	4	0	1
13	10	16	14
0	0	0	0
5	9	8	6
39	51	72	72
0	0	0	0
110	138	98	196
0	0	0	0
2	4	8	4
3856	5575	3543	3309
0	0	0	0
0	0	0	0
45	78	76	80
0	1	1	0
1	0	0	0
0	0	0	0
564	767	875	745
0	1	0	0
0	0	0	0
44	54	10	26
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
972	1480	1084	1066
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
552	778	761	731
0	0	0	0
141	213	170	129
0	0	0	0
5	4	0	0
19	38	24	23
0	0	0	0
0	1	0	0
736	1053	1419	1211
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	2	1
0	1	0	0
0	2	1	0
0	0	0	0
0	0	0	2
1	1	0	0
0	0	2	0
0	1	0	2
0	0	0	0
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	3
0	0	0	0
35	57	41	50
52	42	47	25
11	18	9	8
1	0	7	5
0	0	0	0
1	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
26	33	45	49
1	4	3	3
0	1	1	1
0	6	0	0
0	2	0	1
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	3	4	4
0	0	0	0
0	0	0	0
0	0	0	0
121	214	310	289
29	43	25	22
0	0	0	0
0	1	0	0
1	3	2	3
0	0	0	0
0	0	0	0
1	2	1	0
0	1	3	0
0	0	0	0
0	0	0	0
0	0	0	0
35	68	6	3
3	9	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
2151	3313	1110	1005
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	2	1
0	0	0	0
4	14	6	9
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	2
1	0	0	1
0	0	0	0
0	0	0	0
2	4	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
1185	1638	2460	2301
0	0	0	0
0	0	0	0
0	0	0	0
60	82	63	70
748	1075	809	706
1	1	4	1
0	0	0	1
24	85	64	56
2	3	0	1
0	0	0	0
0	0	0	0
1	0	1	0
1	6	0	0
0	0	0	0
5	11	7	11
0	0	2	0
0	0	0	0
6	22	15	16
226	344	174	184
1	0	0	0
1	0	0	0
3	11	10	4
432	649	550	520
1	0	1	0
0	0	0	0
588	924	636	603
66	101	155	163
0	0	0	0
301	437	283	261
0	0	0	0
750	1064	1426	1281
0	0	0	0
0	0	0	0
1	0	3	7
0	1	3	0
0	0	0	0
0	1	0	1
0	0	0	0
412	612	752	670
26	29	15	18
10	15	19	11
3	4	2	3
0	0	0	0
0	3	0	3
81	144	101	110
1	6	3	1
0	0	0	0
35	37	31	21
0	0	0	0
26	42	75	89
0	0	0	0
1	1	0	0
0	0	0	0
488	781	788	700
10	16	18	11
48	76	46	49
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	0
1	1	0	5
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
47	99	27	30
0	2	4	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	7	28	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	5	6	6
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	9	7	4
0	0	0	0
0	0	0	0
0	0	0	1
0	0	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	5	2	4
0	0	2	0
0	0	0	0
0	0	0	0
1	0	1	1
0	0	0	0
1	0	0	0
0	0	0	0
29	41	16	24
23	40	10	8
0	0	0	2
21	31	23	12
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
1	0	0	0
0	1	1	1
1	2	0	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	2
0	0	0	0
0	0	0	0
0	1	5	3
0	0	0	0
0	0	0	0
0	1	2	1
157	244	175	143
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	1	0	4
0	2	3	0
0	0	0	0
0	0	0	0
0	0	0	0
22	29	14	17
2	6	9	11
722	1101	919	905
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
17	27	17	31
125	162	104	97
100	188	178	139
4	6	6	5
5	5	3	6
1	3	1	1
1	2	7	7
5	16	7	7
7	21	21	19
0	0	0	0
0	0	0	1
1	1	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	6	5
8	6	4	2
0	1	0	1
3	5	3	8
0	0	0	0
0	0	1	1
0	0	0	0
2	1	1	0
17	15	69	73
1	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
2823	4193	3251	2932
0	0	0	0
0	0	0	0
1329	2012	1322	1114
0	0	0	0
0	0	0	0
0	0	3	1
0	0	0	0
0	0	0	1
0	0	0	0
2792	3941	4938	4501
3	2	0	0
3	5	5	6
0	0	2	0
18	22	33	45
6	25	13	23
1142	1789	1340	1234
0	0	0	0
0	0	2	3
0	0	0	0
0	0	0	0
0	0	0	1
2	13	4	2
4	6	18	24
39	60	1	12
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	24	14	21
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	1
0	0	0	0
1	0	0	0
0	0	0	0
3548	5552	2227	1961
0	2	3	1
168	245	191	182
0	0	0	0
6	6	2	0
30	30	38	34
4	13	38	25
348	563	543	521
55	84	75	56
0	0	0	0
0	0	0	0
0	0	0	0
3832	5365	3195	3051
54	75	62	54
4	7	0	0
0	0	0	1
0	2	0	0
0	0	0	0
3337	4557	2398	3538
22	44	21	19
0	0	0	0
0	0	0	0
11	15	20	25
0	0	3	2
2	1	6	5
7	15	5	12
0	0	0	0
950	1327	824	794
0	0	0	0
0	0	0	0
197	286	237	262
1	1	0	3
13	12	10	7
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	1	0	0
2037	3139	2263	2068
0	0	0	0
0	0	0	0
133	205	232	191
283	461	491	429
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
5	3	3	0
0	0	0	0
0	0	0	1
0	0	0	0
32	44	53	58
3	1	3	1
2	5	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	3	0	0
1	1	0	2
29	54	140	94
0	0	0	0
202	242	95	130
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
5	6	13	7
1803	2642	2677	2500
0	0	0	0
2	3	1	2
5	9	4	8
1	3	0	1
0	0	0	0
0	0	0	0
0	0	0	0
6	15	13	8
2	9	6	4
5	12	10	7
0	0	0	0
93	136	89	92
13	22	14	11
0	1	0	0
1	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
1	1	1	0
1	0	1	0
0	0	0	0
9	2	4	4
9	4	2	0
0	1	0	1
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
220	314	263	236
0	0	0	0
6551	9347	8517	7886
0	0	0	0
6	3	1	0
21	21	18	10
0	0	0	0
0	0	0	4
0	0	0	1
5	4	2	3
15	25	28	15
6	11	4	3
1	0	3	0
4	7	4	2
0	0	0	0
0	0	0	0
14	32	41	32
0	0	1	1
0	0	0	0
0	0	0	0
44	47	72	59
2082	3383	3030	2703
1089	1706	553	576
29	30	43	29
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
7	9	9	2
0	0	0	2
0	0	0	0
0	0	0	0
4	11	3	6
0	4	2	11
2	4	4	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	4	1	2
0	0	0	0
8	7	5	3
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
1310	1920	2128	1874
0	1	2	0
0	0	0	0
0	0	0	0
0	0	0	0
3	2	5	7
0	0	0	0
200	290	206	220
426	591	520	477
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
9	9	14	13
1	2	0	0
0	0	0	0
17	32	18	18
0	0	0	0
2	3	0	6
0	0	0	0
0	0	0	0
5	5	5	4
0	0	0	0
1	0	1	0
1	1	2	1
0	0	0	0
4	8	13	9
530	784	247	185
28	29	3	16
26	32	37	39
0	0	1	0
7	18	21	22
9	16	59	53
0	3	0	1
0	0	0	0
0	0	0	0
0	0	0	0
2	1	1	0
0	0	0	0
3	4	1	10
0	0	0	0
0	0	0	0
402	613	363	328
1740	2526	1509	1417
1	1	0	1
12	9	3	6
0	0	0	0
3	5	2	0
1	0	0	0
0	0	0	0
0	0	0	0
6	13	7	5
0	0	0	0
0	0	0	0
1200	1821	2089	1908
0	0	0	0
33	44	31	34
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	8	11	14
0	0	0	0
65	103	75	57
0	0	0	0
0	0	0	0
125	187	163	147
99	164	144	159
0	0	0	0
0	0	0	0
0	0	2	5
614	858	1106	1038
11	17	9	11
1	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	1
0	0	0	0
0	0	0	0
15	39	11	14
0	0	0	0
0	0	0	0
0	2	1	3
1875	2953	1808	1667
0	0	0	0
4	3	2	1
2	0	2	1
0	0	0	0
0	1	2	0
10	18	14	6
0	1	0	0
0	2	0	0
8	12	93	99
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
6	12	7	5
2	1	0	0
0	0	1	0
0	0	0	0
1	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
24	38	22	18
1	1	0	0
2	0	1	3
419	676	592	527
0	0	0	0
1	2	4	4
0	0	0	0
0	0	0	0
0	0	1	0
0	0	3	1
0	0	0	0
0	0	1	4
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
1	4	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
63	94	43	45
0	0	0	0
4	9	10	10
0	0	0	0
1	0	1	0
0	0	0	0
28	54	37	24
0	1	0	0
1	1	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
80	133	117	116
0	0	0	0
0	0	0	0
0	0	0	0
148	227	190	197
0	0	0	0
1	2	3	8
0	2	2	2
1566	2277	3465	3005
0	0	0	0
192	264	291	413
0	0	0	0
0	0	0	0
78	121	120	131
0	0	0	0
7	2	9	8
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	0
423	627	546	466
3	5	6	3
4	18	12	12
3	1	1	1
0	0	0	0
0	2	0	0
0	4	11	11
0	0	0	0
0	0	0	1
0	0	0	0
87	118	98	76
0	0	0	0
692	1025	1118	1056
0	0	0	0
0	0	0	0
0	0	0	0
4	2	8	2
0	0	0	0
179	223	336	307
0	0	1	0
163	237	269	282
0	0	0	0
0	0	0	0
0	0	0	0
3	5	8	5
22	30	52	36
0	0	0	0
0	0	0	0
11	22	9	14
50	69	114	117
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	3	1	1
0	0	0	0
67	88	19	28
0	0	0	1
1	0	7	2
4	2	1	3
0	0	0	0
0	0	0	0
1	0	1	2
1	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	2
1	2	1	1
0	0	0	0
1	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	1	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	4	4
173	243	71	87
0	0	0	0
0	1	0	0
0	0	0	1
0	1	7	4
0	0	1	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	0
0	0	0	1
5	7	3	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	9	78	72
0	0	0	0
0	0	0	0
1172	1888	1288	1039
2	3	2	4
0	0	0	0
24	38	55	48
0	0	0	0
0	0	0	0
0	1	1	1
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	2	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
2	3	0	2
0	0	0	0
1	7	5	1
5	22	39	36
1	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
14	32	30	27
7	18	9	18
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
350	535	373	332
0	0	0	0
1	1	5	5
490	729	1101	930
2	3	1	4
0	0	0	0
0	0	0	0
1	6	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	59	80	75
95	120	154	213
3184	4823	3691	3502
1	3	0	2
1	1	1	2
1448	2114	2885	2464
0	0	0	0
2098	3438	2581	2352
0	0	1	0
0	0	0	0
426	663	671	683
0	0	0	0
0	0	2	0
17	22	22	17
1	0	0	0
7	15	8	18
0	4	0	1
0	1	0	0
4	3	5	6
43	72	106	139
0	0	0	0
0	0	3	0
0	0	0	1
0	0	0	0
0	1	0	4
0	1	0	0
1158	1778	1008	949
37	49	28	40
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
3119	4867	1404	1259
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	2
0	0	0	0
0	0	0	0
20	42	22	14
0	0	0	0
388	628	654	623
0	2	4	0
2	4	9	5
0	0	0	0
4	6	3	2
1	1	1	7
0	2	2	0
14	20	34	26
0	0	0	1
1	1	2	0
0	0	0	0
2	3	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	11	4	3
0	0	0	0
2	5	6	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	10	3	6
1	0	1	0
2	0	0	0
5	6	5	6
0	2	0	0
0	1	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	4	19	19
0	0	0	0
0	0	0	0
164	283	16	11
0	0	0	0
2	0	0	0
5	6	7	11
4	4	1	1
0	0	0	0
0	0	0	0
0	0	0	0
9	11	7	18
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
4	10	3	8
0	0	0	0
0	0	0	0
0	0	0	0
43	62	55	51
0	4	3	2
0	0	0	0
13	12	16	12
2	3	1	0
0	0	1	1
0	0	0	0
0	0	0	0
0	1	2	2
0	0	0	0
0	1	0	0
0	2	0	0
0	0	1	0
207	316	121	125
0	0	4	0
7	19	8	14
67	92	86	108
1	3	1	0
810	1206	476	436
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	1	4	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	2
0	0	2	1
0	0	0	0
797	1293	920	881
0	0	0	0
0	1	0	0
5	20	8	3
0	0	0	0
1	0	1	0
1	1	3	0
0	4	0	6
0	0	5	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
529	770	476	401
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3392	5498	2203	2024
0	0	0	0
1207	1838	1189	1118
1	4	0	1
0	0	3	0
310	456	835	728
0	0	0	0
0	0	0	0
27	40	35	38
3	10	13	16
0	0	1	0
136	230	317	278
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	5	2	0
1	3	3	5
4	2	4	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	6	2	2
0	0	0	0
0	1	0	1
13	25	15	21
0	0	0	0
0	0	0	0
0	0	0	0
3	5	2	8
1	2	0	0
0	1	0	0
10	4	3	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
2	4	0	1
0	1	1	1
107	150	78	183
8113	11672	7458	6395
833	1281	513	447
3	0	7	2
0	0	0	0
0	1	1	1
3	2	7	9
46	72	71	46
0	0	0	0
0	1	0	0
1	0	2	2
0	0	0	0
0	0	0	0
387	546	172	175
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	1
0	0	1	0
0	0	0	0
5201	7966	8255	7419
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
1	1	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	0
0	0	0	0
0	1	6	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	7	9	15
1165	1944	1285	1144
34	58	42	51
0	0	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	1
0	0	0	0
0	0	0	0
253	378	523	451
0	0	0	0
17	28	48	31
565	795	839	733
0	0	0	0
0	0	0	0
2	2	1	3
362	541	506	450
2	0	12	2
0	0	0	0
1	1	3	2
136	176	49	63
1464	2182	3070	2834
0	0	0	0
34	81	61	73
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
69	109	69	53
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	5	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	6	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	1
0	0	0	0
0	0	3	1
3275	4822	3444	3012
0	0	0	0
0	0	0	0
226	316	277	254
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
335	483	467	371
0	0	0	0
0	0	0	0
0	0	0	0
2032	3500	4389	4100
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
218	255	169	148
0	0	0	0
1552	2302	2351	1984
0	1	0	1
0	0	0	0
0	0	0	0
513	810	926	802
3	4	1	0
0	0	0	0
0	0	0	0
0	0	0	0
2	3	0	3
0	0	1	4
225	299	366	353
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
62	85	37	36
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	4	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
1	1	4	2
1	3	2	0
1	2	1	0
0	4	3	3
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	22	39	49
353	527	507	487
57	71	64	52
857	1245	1334	1193
0	0	0	0
0	0	0	0
0	0	0	3
0	0	0	0
0	0	0	0
0	0	1	0
1	1	0	2
0	0	0	0
0	0	0	0
302	398	756	708
0	0	0	0
5	9	9	9
270	448	410	347
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1914	2897	2574	2329
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	3	2
0	0	4	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
88	99	8	3
0	0	0	0
0	0	0	1
0	0	0	0
